id,year,state_name,state_code,district_name,district_code,registration_circles,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,attempt_to_commit_rape,kidnapping_and_abduction,dacoity,mkng_preparation_and_assembly_for_comm_dacoity,robbery,criminal_trespass_or_burglary,theft,unlawful_assembly,riots,criminal_breach_of_trust,cheating,forgery,counterfeiting,arson,grievous_hurt,dowry_deaths,assault_on_women,insult_to_the_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,offences_against_state,offences_promoting_enmity_between_diff_grp,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,human_trafficking,unnatural_offence,other_ipc_crimes
124,2016,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2016,Chhattisgarh,22,Balod,646,Balod,15,6,2,0,33,2,28,0,0,2,73,81,0,12,2,19,8,1,9,13,2,46,2,11,0,105,0,0,5,0,254,3,0,708
126,2016,Chhattisgarh,22,Baloda Bazar,644,Balodbazar,38,23,1,0,81,1,119,0,0,9,172,217,0,34,5,29,0,0,15,48,9,97,6,32,0,172,0,0,2,0,368,1,1,775
127,2016,Chhattisgarh,22,Balrampur,649,Balrampur,31,16,0,0,76,0,28,1,0,4,39,43,13,13,2,13,4,0,7,17,4,35,0,17,0,138,0,0,7,0,154,2,0,338
128,2016,Chhattisgarh,22,Bemetara,650,Bemetra,20,5,1,0,41,0,44,1,0,9,71,128,0,20,0,16,0,0,6,10,2,51,2,10,0,101,0,0,0,0,255,0,1,760
129,2016,Chhattisgarh,22,Bilaspur,375,Bilaspur,72,33,2,0,121,0,246,2,3,68,382,680,0,99,10,85,0,1,43,78,6,238,2,76,0,273,0,0,2,0,932,3,4,2096
130,2016,Chhattisgarh,22,Bijapur,636,Bizapur,32,82,0,0,7,0,14,4,0,2,13,4,0,4,0,1,0,0,6,0,0,3,0,0,0,25,0,0,0,0,77,0,0,78
131,2016,Chhattisgarh,22,Dantewada,376,Dantewara,24,29,0,0,12,0,15,4,0,3,22,35,0,6,2,3,0,0,10,1,0,6,0,0,0,43,0,0,0,0,111,1,0,149
132,2016,Chhattisgarh,22,Dhamtari,377,Dhamtari,16,4,1,0,49,0,18,1,0,13,49,83,0,14,4,20,0,0,11,30,3,34,2,12,0,105,0,0,0,0,240,0,0,424
133,2016,Chhattisgarh,22,Durg,378,Durg,37,43,3,0,105,6,235,4,0,34,377,704,0,31,15,149,0,6,41,31,13,254,14,91,0,273,0,0,4,0,1242,2,4,3588
134,2016,Chhattisgarh,22,Gariyaband,645,Gariyaband,20,12,0,0,42,1,23,0,0,4,33,35,0,25,7,24,1,0,6,17,0,34,4,19,0,63,0,0,1,0,196,2,1,477
135,2016,Chhattisgarh,22,Raipur,387,G. R. P. Raipur,5,3,0,0,2,0,1,0,0,4,2,478,0,3,0,1,0,0,0,8,0,6,0,0,0,1,0,0,0,0,0,0,0,36
136,2016,Chhattisgarh,22,Bastar,374,Jagdalpur,30,27,0,0,45,0,43,1,0,6,64,74,0,14,0,16,0,0,7,5,1,21,1,9,0,121,0,0,0,0,0,6,0,762
137,2016,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,43,19,1,0,67,0,133,0,0,22,206,205,0,46,9,66,0,0,13,64,7,100,10,58,0,220,0,0,4,0,530,0,1,857
138,2016,Chhattisgarh,22,Jashpur,380,Jashpur,56,11,2,0,75,0,72,3,1,10,48,53,0,18,5,22,0,0,9,33,0,31,1,8,0,139,0,0,5,0,222,13,0,275
139,2016,Chhattisgarh,22,Kabirdham,382,Kabirdham,16,10,2,0,40,0,71,0,0,3,42,37,0,21,4,23,0,0,8,26,3,62,3,14,0,95,0,0,0,0,226,0,1,673
140,2016,Chhattisgarh,22,Kanker,381,Kanker,38,27,2,1,38,0,35,2,1,4,83,115,0,27,3,16,0,1,7,11,0,30,9,14,0,100,0,0,2,0,320,2,1,347
141,2016,Chhattisgarh,22,Kondagaon,643,Kondagaon,26,16,1,0,20,0,25,9,0,2,30,30,0,11,2,8,0,0,7,13,0,12,1,4,0,87,0,0,0,0,189,2,1,149
142,2016,Chhattisgarh,22,Korba,383,Korba,52,12,5,0,60,0,79,5,1,20,152,192,0,29,11,41,27,1,15,37,6,54,4,41,0,192,0,0,0,0,538,2,0,519
143,2016,Chhattisgarh,22,Korea,384,Koriya,28,21,0,0,73,0,75,0,0,8,100,84,0,21,2,42,0,0,5,44,0,72,3,38,0,114,0,0,0,0,224,0,0,746
144,2016,Chhattisgarh,22,Mahasamund,385,Mahasamund,31,8,0,0,55,0,66,2,0,10,123,160,0,13,4,21,0,2,8,45,5,45,2,16,0,205,0,0,0,0,354,1,0,629
145,2016,Chhattisgarh,22,Mungeli,647,Mungali,20,20,1,0,21,0,56,0,0,5,63,66,0,14,1,25,0,0,10,17,3,35,1,20,0,75,0,0,1,0,236,0,0,408
146,2016,Chhattisgarh,22,Narayanpur,637,Narayanpur,12,34,0,0,7,1,12,3,0,0,10,7,0,2,0,1,0,0,2,0,0,3,0,2,0,21,0,0,0,0,45,0,1,31
147,2016,Chhattisgarh,22,Raigarh,386,Raigarh,68,41,10,0,155,4,106,2,0,23,196,270,0,62,5,108,0,1,15,76,8,121,13,32,0,217,0,0,0,0,0,4,0,1212
241,2016,Jammu And Kashmir,1,Jammu,5,Crime Srinagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2016,Chhattisgarh,22,Raipur,387,Raipur,59,71,0,0,173,2,297,6,2,71,429,1157,0,46,28,178,0,7,34,92,3,183,13,51,0,467,0,0,8,0,1911,0,4,2248
149,2016,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,49,38,1,0,64,3,97,0,0,21,191,210,0,34,5,54,0,14,16,10,8,68,5,20,0,187,0,0,9,0,694,0,1,1218
150,2016,Chhattisgarh,22,Surguja,389,Sarguja,48,11,1,0,80,0,95,0,0,12,128,187,44,0,5,57,0,0,19,32,1,73,3,10,0,123,0,0,8,0,342,2,0,866
151,2016,Chhattisgarh,22,Sukma,642,Sukma,37,58,0,0,2,0,7,10,0,2,2,10,0,4,1,0,0,0,4,0,0,4,0,0,0,18,0,0,0,0,41,0,0,38
152,2016,Chhattisgarh,22,Surajpur,648,Surajpur,34,10,1,0,82,0,31,0,0,8,109,105,0,29,7,30,0,1,8,28,0,52,0,17,0,150,0,0,8,0,235,0,1,519
153,2016,Goa,30,North Goa,551,North Goa,15,10,11,0,33,0,56,4,0,6,93,253,10,72,27,84,10,2,7,47,0,94,19,11,0,92,0,0,1,0,194,17,0,207
154,2016,Goa,30,South Goa,552,South Goa,15,8,1,0,27,0,50,3,0,7,75,178,9,45,11,34,4,2,10,38,2,44,13,12,0,136,0,0,0,0,317,7,1,180
155,2016,Goa,30,North Goa,551,C. I. D.,0,0,0,0,1,0,0,0,0,1,0,32,1,0,1,23,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,11,0,10
156,2016,Gujarat,24,Ahmadabad,438,Ahmedabad City,103,65,6,1,112,0,376,12,4,125,449,2624,10,117,254,202,11,12,18,170,2,131,8,562,0,434,0,1,32,0,1437,0,7,9098
157,2016,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,28,100,2,0,28,0,61,10,0,19,55,147,2,40,52,0,91,0,4,44,1,29,1,54,0,276,0,0,2,0,336,0,2,4356
158,2016,Gujarat,24,Amreli,439,Amreli,18,19,2,0,12,0,71,4,0,20,81,98,8,36,24,5,4,0,2,62,0,24,0,102,0,120,0,0,6,0,176,0,1,812
159,2016,Gujarat,24,Anand,440,Anand,19,43,4,0,14,0,117,24,1,48,168,297,20,62,33,90,15,0,7,68,0,66,1,126,0,237,0,0,8,0,1530,0,0,1442
160,2016,Gujarat,24,Arvalli,672,Arvalli,11,13,1,0,10,0,52,4,0,9,89,136,7,14,7,17,2,1,4,28,0,24,0,101,0,128,0,0,0,0,136,0,0,1697
161,2016,Gujarat,24,Banas Kantha,441,Banaskantha,49,30,2,0,55,0,117,21,2,59,174,334,21,91,51,75,0,0,10,83,0,64,2,195,0,277,0,0,2,0,405,0,0,2216
162,2016,Gujarat,24,Bharuch,442,Bharuch,43,19,0,0,50,1,55,8,0,18,141,359,3,52,95,2,0,1,6,73,0,33,1,64,0,334,0,1,12,0,421,0,0,1631
163,2016,Gujarat,24,Bhavnagar,443,Bhavnagar,40,23,2,0,12,0,91,7,0,26,165,243,7,57,13,27,5,5,15,114,1,30,3,120,0,175,0,0,9,1,371,0,2,4493
164,2016,Gujarat,24,Botad,676,Botad,10,7,1,0,10,0,39,2,0,6,46,92,0,29,1,1,3,0,2,55,1,16,0,36,0,60,0,1,10,0,89,0,2,563
165,2016,Gujarat,24,Chhotaudepur,668,Chhotaudepur,28,12,0,0,16,0,30,3,0,2,28,140,4,23,2,5,0,2,3,49,0,12,0,14,0,119,0,0,1,0,117,0,0,599
166,2016,Gujarat,24,Gandhinagar,446,C. I. D. Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2016,Gujarat,24,Dohad,445,Dahod,32,26,4,0,47,0,118,28,1,28,89,189,30,48,5,23,0,2,12,106,0,25,0,144,0,167,0,0,5,0,476,0,0,1221
168,2016,Gujarat,24,Dang,444,Dang,9,1,0,0,0,0,2,0,0,1,3,8,1,1,8,1,0,2,0,3,0,2,1,0,0,28,0,0,0,0,0,0,0,95
169,2016,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,9,13,0,0,4,0,19,5,0,11,27,63,10,23,7,7,1,0,1,35,0,8,0,25,0,79,0,0,8,0,131,0,0,498
170,2016,Gujarat,24,Gandhinagar,446,Gandhinagar,19,25,2,0,10,1,89,13,0,53,134,395,5,48,16,105,10,10,2,49,0,38,36,116,0,218,0,0,3,0,423,0,1,2663
171,2016,Gujarat,24,Gir Somnath,675,Gir Somnath,11,18,1,0,16,0,40,5,0,14,35,95,12,59,10,11,1,1,3,38,0,28,0,125,0,105,0,0,0,0,90,0,0,722
172,2016,Gujarat,24,Jamnagar,447,Jamnagar,22,85,11,0,19,0,58,6,2,21,94,219,5,40,26,16,6,0,4,76,1,22,0,92,0,144,0,0,11,0,1025,0,0,1093
173,2016,Gujarat,24,Junagadh,448,Junagadh,31,22,1,1,18,0,55,2,0,25,99,166,3,38,37,33,9,0,8,54,0,27,0,158,0,108,0,0,10,0,432,0,2,1070
242,2016,Jammu And Kashmir,1,Doda,4,Doda,6,11,1,0,14,0,28,0,0,0,31,19,0,13,3,16,0,0,10,1,0,26,4,7,0,23,0,0,0,0,154,0,0,278
174,2016,Gujarat,24,Kachchh,449,Kachchh East(G),39,18,3,0,37,0,49,4,0,35,116,308,2,52,17,43,9,1,4,76,1,33,0,54,0,202,0,0,9,0,650,0,0,972
175,2016,Gujarat,24,Kachchh,449,Kachchh West(B),18,16,0,1,32,0,25,2,0,9,97,157,6,48,23,25,24,4,2,60,0,28,1,97,0,158,0,3,4,0,493,0,2,731
176,2016,Gujarat,24,Kheda,450,Kheda,35,18,1,1,33,0,37,6,0,3,58,160,2,26,21,21,7,0,5,82,0,20,0,69,0,251,0,0,3,0,669,0,0,2326
177,2016,Gujarat,24,Mahisagar,669,Mahisagar,19,10,1,0,8,0,30,1,0,4,26,62,5,14,10,10,1,1,5,31,0,11,0,42,0,89,0,0,3,0,109,0,0,498
178,2016,Gujarat,24,Mahesana,451,Mehsana,27,42,2,0,25,1,117,32,0,90,273,534,22,118,50,37,2,0,18,83,0,55,0,159,0,244,0,0,5,0,584,0,0,2884
179,2016,Gujarat,24,Morbi,673,Morbi,26,11,2,1,16,0,39,4,0,10,54,120,7,19,31,2,0,1,6,43,1,9,1,16,0,189,0,0,1,0,147,0,0,1887
180,2016,Gujarat,24,Narmada,452,Narmada,8,7,0,0,13,0,10,2,0,5,20,41,0,10,18,1,0,0,3,36,0,12,0,10,0,94,0,0,0,0,139,0,0,350
181,2016,Gujarat,24,Navsari,453,Navsari,22,6,1,0,14,0,31,3,0,9,104,163,7,29,55,9,2,1,2,37,0,14,0,20,0,220,0,0,4,0,200,0,3,937
182,2016,Gujarat,24,Panch Mahals,454,Panchmahal,29,25,1,0,19,0,68,5,0,8,77,132,8,26,19,22,0,1,3,57,1,31,0,95,0,226,0,0,0,0,445,0,0,1012
183,2016,Gujarat,24,Patan,455,Patan,20,20,1,0,20,0,34,15,1,34,77,185,8,26,15,13,9,3,10,68,2,23,0,59,0,133,0,0,4,0,273,0,0,1449
184,2016,Gujarat,24,Porbandar,456,Porbandar,14,7,3,0,7,0,20,2,0,4,31,56,2,17,7,9,0,1,4,16,0,11,0,56,0,54,0,0,2,0,113,0,1,1058
185,2016,Gujarat,24,Rajkot,457,Rajkot City,54,47,5,0,42,0,122,7,0,49,242,927,21,67,197,38,30,6,15,74,0,29,0,168,0,153,0,0,60,0,566,0,2,878
186,2016,Gujarat,24,Rajkot,457,Rajkot Rural,27,46,1,1,28,0,81,9,2,33,88,190,11,47,67,16,1,1,4,39,0,24,0,177,0,179,0,0,11,0,1003,0,1,1203
187,2016,Gujarat,24,Sabar Kantha,458,Sabarkantha,30,16,4,0,21,0,69,16,0,41,158,393,11,73,13,82,10,0,7,36,0,37,0,149,0,213,0,0,2,0,273,0,0,1281
188,2016,Gujarat,24,Surat,459,Surat City,102,44,1,0,121,0,270,5,2,63,201,1174,9,55,33,391,25,7,7,190,0,55,0,195,0,277,0,0,30,0,459,0,5,16123
189,2016,Gujarat,24,Surat,459,Surat Rural,38,19,1,0,13,1,50,8,1,22,137,275,1,19,16,41,17,1,5,53,0,22,0,21,0,420,0,0,2,0,752,0,2,886
190,2016,Gujarat,24,Surendranagar,460,Surendranagar,38,46,1,0,25,0,41,12,1,28,82,136,9,48,17,5,6,1,13,93,1,32,0,42,0,208,0,2,11,0,351,0,0,1142
191,2016,Gujarat,24,Tapi,641,Tapi,19,6,0,0,14,0,11,2,1,2,28,44,6,2,11,7,0,2,2,14,0,6,0,5,0,145,0,0,2,0,141,0,1,288
192,2016,Gujarat,24,Vadodara,461,Vadodara City,14,35,4,0,16,1,150,16,3,134,389,1360,9,122,20,222,2,2,12,119,0,120,2,221,0,202,0,0,16,0,686,0,2,9826
193,2016,Gujarat,24,Vadodara,461,Vadodara Rural,22,13,1,0,19,0,41,4,0,8,53,146,5,23,6,26,5,1,0,60,0,19,1,27,0,290,0,1,1,0,298,0,1,3053
194,2016,Gujarat,24,Valsad,462,Valsad,29,11,0,0,25,0,92,12,1,26,185,332,7,34,40,34,55,5,14,101,0,39,0,15,0,349,0,0,5,0,287,0,0,1232
195,2016,Gujarat,24,Ahmadabad,438,W.Rly  Ahmedabad,4,2,0,0,1,0,2,0,0,18,7,408,0,1,1,4,0,0,0,2,0,6,0,0,0,1,0,0,0,0,2,0,0,94
196,2016,Gujarat,24,Vadodara,461,W.Rly Vadodara,4,0,1,0,0,0,5,2,2,35,4,883,0,1,2,4,0,1,0,4,0,9,1,1,0,0,0,0,0,0,0,0,0,50
197,2016,Haryana,6,Ambala,58,Ambala (Urban),22,43,7,1,25,5,62,4,0,14,300,473,0,33,106,96,30,0,20,147,5,48,7,70,0,299,0,0,5,0,294,1,1,844
198,2016,Haryana,6,Bhiwani,59,Bhiwani,62,41,2,0,51,17,74,15,2,50,379,503,0,200,27,88,39,1,58,107,22,93,1,127,0,231,0,3,8,0,362,0,16,1281
199,2016,Haryana,6,Faridabad,60,Faridabad,64,66,4,0,144,8,360,15,10,49,463,2468,0,196,244,115,156,3,17,214,23,131,8,418,0,228,1,1,43,0,437,1,9,1915
200,2016,Haryana,6,Fatehabad,61,Fatehabad,22,21,1,0,39,1,34,7,1,14,201,355,0,67,16,107,1,3,13,26,4,69,1,81,0,106,0,0,7,0,167,1,9,1033
201,2016,Haryana,6,Ambala,58,G. R. P.,23,5,1,0,0,0,17,4,5,22,0,641,0,27,4,15,0,0,0,10,4,6,0,0,0,16,0,0,0,0,41,0,0,729
202,2016,Haryana,6,Gurugram,62,Gurgaon,108,82,4,1,201,15,394,15,2,91,714,5134,0,238,176,624,4,2,12,107,20,316,55,315,0,432,1,1,64,0,791,2,10,2532
203,2016,Haryana,6,Hisar,63,Hissar,56,41,1,0,70,2,76,9,7,41,474,1198,0,106,28,264,2,3,90,231,14,101,3,244,0,240,1,3,26,0,400,2,13,1708
204,2016,Haryana,6,Jhajjar,64,Jhajjar,65,53,1,1,27,1,37,7,5,53,164,389,0,95,21,182,0,0,102,84,22,57,3,144,0,238,0,1,8,0,259,0,7,571
205,2016,Haryana,6,Jind,65,Jind,57,37,4,0,31,7,95,4,4,42,328,710,0,164,120,116,0,1,32,32,13,53,0,103,0,179,2,0,8,0,206,0,1,1009
206,2016,Haryana,6,Kaithal,66,Kaithal,24,29,1,0,42,1,104,5,0,16,261,498,0,0,91,69,19,0,20,65,6,59,0,96,0,171,0,1,10,0,206,0,4,634
207,2016,Haryana,6,Karnal,67,Karnal,69,65,1,1,89,18,496,15,1,48,471,1159,0,85,20,372,101,0,17,222,17,116,18,218,0,362,0,2,17,0,403,0,11,1129
208,2016,Haryana,6,Kurukshetra,68,Kurukshetra,24,25,1,0,28,8,103,5,4,17,398,866,0,0,97,105,50,2,18,110,6,55,2,179,0,214,0,0,3,0,301,1,0,894
209,2016,Haryana,6,Mahendragarh,69,Mahendergarh,25,7,0,0,16,5,35,2,0,11,195,399,0,133,33,73,66,0,20,60,9,38,2,75,0,198,0,0,4,0,264,0,4,618
210,2016,Haryana,6,Nuh,604,Mewat,30,20,1,0,46,1,57,17,3,5,86,420,0,182,10,24,37,1,4,43,12,41,0,68,0,178,0,1,13,0,295,1,2,582
211,2016,Haryana,6,Palwal,619,Palwal,62,67,0,1,32,4,81,7,5,4,225,1088,0,239,67,60,51,1,11,63,15,116,0,119,0,188,0,0,25,0,316,0,4,1011
347,2016,Kerala,32,Thiruvananthapuram,565,Crime Branch,5,1,1,0,2,0,0,0,0,0,3,2,1,9,62,43,10,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14
212,2016,Haryana,6,Panchkula,70,Panchkula,13,11,0,0,20,0,45,1,2,2,104,256,0,0,1,89,28,1,4,19,1,21,3,67,0,100,0,0,2,0,129,1,1,518
213,2016,Haryana,6,Panipat,71,Panipat,56,43,2,0,57,3,639,5,26,6,415,1148,0,115,30,191,45,3,23,35,11,102,6,217,0,286,0,1,13,0,301,0,2,952
214,2016,Haryana,6,Rewari,72,Rewari,25,28,3,0,47,7,39,8,3,43,231,694,0,104,10,55,22,0,10,127,14,69,7,92,0,271,0,0,13,0,385,0,1,562
215,2016,Haryana,6,Rohtak,73,Rohtak,75,64,5,0,61,10,451,22,0,73,472,1297,0,662,30,184,2,1,560,41,15,125,1,201,0,213,9,2,20,0,308,1,9,1085
216,2016,Haryana,6,Sirsa,74,Sirsa,37,27,0,0,48,6,68,0,3,22,278,430,0,36,14,66,81,2,11,91,5,66,4,134,0,107,0,0,11,0,153,0,5,972
217,2016,Haryana,6,Sonipat,75,Sonipat,107,82,2,1,75,6,198,4,6,59,380,819,0,162,25,153,0,0,22,136,17,106,2,224,0,400,0,0,14,0,390,1,9,1299
218,2016,Haryana,6,Yamunanagar,76,Yamunanagar,31,32,1,0,38,12,467,6,0,52,398,796,0,0,14,107,26,0,6,82,5,72,1,121,0,222,0,0,6,0,259,0,2,846
219,2016,Haryana,6,Gurugram,62,Irrigation  And Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
220,2016,Himachal Pradesh,2,Solan,25,Baddi,8,2,0,0,12,0,14,1,0,1,23,40,0,26,24,12,2,0,1,11,0,13,2,12,0,77,0,0,0,0,118,0,1,192
221,2016,Himachal Pradesh,2,Bilaspur,15,Bilaspur,3,8,0,0,15,0,25,0,0,2,29,36,3,38,1,25,0,3,12,27,1,36,5,22,0,32,0,0,0,0,185,0,0,541
222,2016,Himachal Pradesh,2,Chamba,16,Chamba,3,4,0,0,25,0,14,0,0,0,61,16,0,27,5,24,1,0,5,27,0,22,0,8,0,55,0,0,0,0,76,0,1,254
223,2016,Himachal Pradesh,2,Shimla,23,C. I. D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
224,2016,Himachal Pradesh,2,Shimla,23,G. R. P.,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
225,2016,Himachal Pradesh,2,Hamirpur,17,Hamirpur,4,4,0,0,13,0,14,0,0,0,23,6,6,11,3,17,2,0,15,41,1,25,4,12,0,34,0,0,0,0,108,0,3,356
226,2016,Himachal Pradesh,2,Kangra,18,Kangra,21,15,0,1,41,2,48,0,0,0,122,79,0,69,16,55,12,0,19,82,0,65,18,39,0,133,0,0,0,0,403,0,4,1171
227,2016,Himachal Pradesh,2,Kinnaur,19,Kinnaur,4,1,0,0,8,1,3,0,0,0,9,9,13,17,4,4,0,0,0,11,0,3,0,3,0,18,0,0,0,0,29,0,0,94
228,2016,Himachal Pradesh,2,Kullu,20,Kullu,6,2,0,0,17,0,18,0,0,0,34,30,0,15,3,12,0,0,6,16,0,24,1,15,0,64,0,0,0,0,130,0,0,364
229,2016,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul  And Spiti,0,0,2,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,7,0,0,78
230,2016,Himachal Pradesh,2,Mandi,22,Mandi,9,7,0,0,30,0,45,1,0,1,68,36,12,48,5,56,1,1,8,52,1,91,16,23,0,67,0,0,4,0,400,0,2,939
231,2016,Himachal Pradesh,2,Shimla,23,Shimla,17,5,0,0,28,0,43,0,0,0,69,58,6,52,30,46,10,0,10,30,0,44,2,25,0,143,1,0,1,0,360,0,2,1257
232,2016,Himachal Pradesh,2,Sirmaur,24,Sirmaur,7,10,1,0,34,0,28,0,0,4,35,60,0,44,10,19,1,0,3,22,0,37,0,21,0,66,0,0,1,0,176,0,0,276
233,2016,Himachal Pradesh,2,Solan,25,Solan,9,3,0,0,13,0,16,0,0,1,43,62,2,14,9,17,8,0,7,17,0,22,0,3,0,45,0,0,1,0,191,0,1,326
234,2016,Himachal Pradesh,2,Una,26,Una,10,5,0,0,15,0,21,1,0,1,39,45,2,31,9,59,1,0,8,33,0,28,1,31,0,108,0,0,2,0,188,0,0,419
235,2016,Jammu And Kashmir,1,Anantnag,1,Anantnag,6,93,0,0,6,2,63,0,0,4,74,89,0,276,3,17,0,0,36,0,0,84,11,10,0,22,0,0,0,0,175,0,0,405
236,2016,Jammu And Kashmir,1,Pulwama,11,Awantipora,4,13,0,0,4,0,22,0,0,2,10,32,0,136,1,5,0,0,4,0,0,43,0,2,0,15,0,0,0,0,81,0,0,150
237,2016,Jammu And Kashmir,1,Bandipora,623,Bandipora,6,8,0,0,4,0,26,0,0,1,25,27,0,112,2,9,0,0,10,0,0,24,2,2,0,9,0,0,0,0,41,0,0,179
238,2016,Jammu And Kashmir,1,Baramulla,3,Baramulla,5,14,2,0,6,0,45,0,0,2,69,70,0,388,3,23,0,0,15,3,0,87,14,10,0,9,0,0,0,0,172,0,3,329
239,2016,Jammu And Kashmir,1,Budgam,2,Budgam,3,85,3,0,10,0,42,0,0,6,125,127,0,152,3,7,4,1,16,1,0,50,3,5,0,7,0,0,0,0,83,0,0,342
243,2016,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,1,9,0,0,0,3,27,0,0,0,17,26,0,69,0,1,0,0,8,0,0,81,0,11,0,9,0,0,0,0,52,0,0,209
244,2016,Jammu And Kashmir,1,Kupwara,8,Handwara,8,9,0,0,5,0,22,0,0,0,16,57,0,172,1,6,0,0,8,0,0,55,2,3,0,8,0,0,0,0,81,0,0,283
245,2016,Jammu And Kashmir,1,Jammu,5,Jammu,30,72,0,0,43,0,115,0,0,3,192,412,0,61,17,117,0,3,17,12,2,120,27,91,0,155,0,0,0,0,1120,0,1,1241
246,2016,Jammu And Kashmir,1,Kargil,6,Kargil,0,0,0,0,0,0,1,0,0,0,5,3,0,3,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,39,0,0,12
247,2016,Jammu And Kashmir,1,Kathua,7,Kathua,7,7,0,0,10,7,40,1,0,1,59,72,0,22,7,27,0,0,11,11,2,40,11,15,0,65,0,0,0,0,405,0,3,375
248,2016,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,1,5,0,0,10,0,15,0,0,0,21,13,0,0,2,6,0,0,5,0,0,18,3,8,0,3,0,0,0,0,75,0,0,116
249,2016,Jammu And Kashmir,1,Kulgam,622,Kulgam,5,13,0,0,6,0,42,3,0,11,45,45,0,208,3,9,0,1,13,0,0,82,7,1,0,15,0,0,0,0,134,0,2,245
250,2016,Jammu And Kashmir,1,Kupwara,8,Kupwara,9,32,1,0,14,0,37,0,0,0,26,44,0,345,2,5,0,0,10,0,0,20,1,12,0,2,0,0,0,0,109,0,2,243
251,2016,Jammu And Kashmir,1,Leh Ladakh,9,Leh,1,2,0,0,2,0,2,0,0,1,8,0,0,0,0,4,0,0,0,1,0,4,1,0,0,35,0,0,0,0,59,0,0,15
252,2016,Jammu And Kashmir,1,Poonch,10,Poonch,4,17,2,0,11,0,32,0,0,0,25,23,0,53,2,17,0,0,8,62,0,38,3,24,0,24,0,0,0,0,184,0,2,302
253,2016,Jammu And Kashmir,1,Pulwama,11,Pulwama,7,20,0,0,2,0,18,1,0,5,28,32,0,220,0,5,0,1,5,58,0,27,1,2,0,8,0,0,0,0,66,0,1,94
254,2016,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
255,2016,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
256,2016,Jammu And Kashmir,1,Reasi,627,Railways Katra,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
257,2016,Jammu And Kashmir,1,Rajouri,12,Rajouri,11,34,4,0,37,1,49,1,0,0,53,71,0,21,2,12,9,0,16,14,0,54,9,39,0,46,5,0,0,0,316,0,1,744
258,2016,Jammu And Kashmir,1,Ramban,621,Ramban,2,6,0,0,13,0,17,0,0,0,15,25,0,4,4,6,6,0,1,3,0,23,5,5,0,55,4,0,0,0,192,0,0,199
259,2016,Jammu And Kashmir,1,Reasi,627,Reasi,2,5,0,0,11,1,18,0,0,0,28,27,0,5,0,15,0,0,2,5,0,16,0,4,0,26,4,0,0,0,222,0,2,221
260,2016,Jammu And Kashmir,1,Samba,624,Samba,3,15,0,0,11,0,15,0,0,4,36,48,0,15,2,11,0,0,1,4,2,11,7,1,0,0,0,0,0,0,290,0,0,183
261,2016,Jammu And Kashmir,1,Shopian,625,Shopian,1,45,0,0,7,0,18,0,0,3,12,67,0,181,8,10,0,0,7,0,0,56,0,11,0,3,0,0,0,0,40,0,0,131
262,2016,Jammu And Kashmir,1,Bandipora,623,Sopore,3,19,0,0,2,0,32,0,0,7,41,94,0,531,5,18,0,1,7,0,0,79,5,9,0,6,0,0,0,0,79,0,1,167
